Item_Id,Item_Description,Unit_Indicator,Decimal_Indicator,US_Total,Source1,Source11
HSG375180D,Occupied housing units with one vehicle available 1980 (sample),ABS,0,28564622,CENSUS-1980,
HSG375190D,Occupied housing units with one vehicle available 1990 (sample),ABS,0,31038711,CENSUS-1990,
HSG375200D,Occupied housing units with one vehicle available 2000 (sample),ABS,0,36123613,CENSUS-2000,
HSG375209D,Occupied housing units with one vehicle available 2005-2009,ABS,0,37402718,CENSUS-ACS,
HSG380180D,Occupied housing units with 2 or more vehicles available 1980 (sample),ABS,0,41434744,CENSUS-1980,
HSG380190D,Occupied housing units with 2 or more vehicles available 1990 (sample),ABS,0,50306402,CENSUS-1990,
HSG380200D,Occupied housing units with 2 or more vehicles available 2000 (sample),ABS,0,58495421,CENSUS-2000,
HSG390190D,Occupied housing units with 2 vehicles available 1990 (sample),ABS,0,34361045,CENSUS-1990,
HSG390200D,Occupied housing units with 2 vehicles available 2000 (sample),ABS,0,40461920,CENSUS-2000,
HSG390209D,Occupied housing units with 2 vehicles available 2005-2009,ABS,0,42768605,CENSUS-ACS,
HSG395190D,Occupied housing units with 3 vehicles available 1990 (sample),ABS,0,11504832,CENSUS-1990,
HSG395200D,Occupied housing units with 3 vehicles available 2000 (sample),ABS,0,13139969,CENSUS-2000,
HSG397209D,Occupied housing units with 3 or more vehicles available 2005-2009,ABS,0,22529729,CENSUS-ACS,
HSG400190D,Occupied housing units with 4 vehicles available 1990 (sample),ABS,0,3263419,CENSUS-1990,
HSG400200D,Occupied housing units with 4 vehicles available 2000 (sample),ABS,0,3550786,CENSUS-2000,
HSG405190D,Occupied housing units with 5 or more vehicles available 1990 (sample),ABS,0,1177106,CENSUS-1990,
HSG405200D,Occupied housing units with 5 or more vehicles available 2000 (sample),ABS,0,1342746,CENSUS-2000,
HSG410190D,Aggregate number of vehicles available for occupied housing units 1990 (sample),ABS,0,153832428,CENSUS-1990,
HSG410200D,Aggregate number of vehicles available for occupied housing units 2000 (sample),ABS,0,178344236,CENSUS-2000,
HSG415190D,Vehicles available per occupied housing unit 1990 (sample),RTE,2,1.67,CENSUS-1990,
HSG415200D,Vehicles available per occupied housing unit 2000 (sample),RTE,2,1.69,CENSUS-2000,
HSG440180D,Owner-occupied housing units 1980 (complete count),ABS,0,51794545,CENSUS-1980,
HSG440190D,Owner-occupied housing units 1990 (complete count),ABS,0,59024811,CENSUS-1990,
HSG440200D,Owner-occupied housing units 2000 (complete count),ABS,0,69815753,CENSUS-2000,
HSG440210D,Owner-occupied housing units 2010 (complete count),ABS,0,75986074,CENSUS-2010,
HSG445180D,Owner-occupied housing units - percent of total occupied housing units 1980 (complete count),PCT,1,64.4,CENSUS-1980,
HSG445190D,Owner-occupied housing units - percent of total occupied housing units 1990 (complete count),PCT,1,64.2,CENSUS-1990,
HSG445200D,Owner-occupied housing units - percent of total occupied housing units 2000 (complete count),PCT,1,66.2,CENSUS-2000,
HSG445209D,Owner-occupied housing units - percent of total occupied housing units 2005-2009,PCT,1,66.9,CENSUS-ACS,
HSG445210D,Owner-occupied housing units - percent of total occupied housing units 2010 (complete count),PCT,1,65.1,CENSUS-2010,
HSG450180D,Owner-occupied housing units with Black householder 1980 (complete count),ABS,0,3724251,CENSUS-1980,
HSG450190D,Owner-occupied housing units with Black householder 1990 (complete count),ABS,0,4327265,CENSUS-1990,
HSG455200D,Owner-occupied housing units with a householder who is Black or African American alone 2000 (complete count),ABS,0,5577734,CENSUS-2000,
HSG455210D,Owner-occupied housing units with a householder who is Black or African American alone 2010 (complete count),ABS,0,6261464,CENSUS-2010,
HSG460180D,Owner-occupied housing units with Hispanic householder 1980 (complete count),ABS,0,1738920,CENSUS-1980,
HSG460190D,Owner-occupied housing units with Hispanic householder 1990 (complete count),ABS,0,2545584,CENSUS-1990,
HSG460200D,Owner-occupied housing units with Hispanic or Latino householder 2000 (complete count),ABS,0,4212520,CENSUS-2000,
HSG460210D,Owner-occupied housing units with Hispanic or Latino householder 2010(complete count),ABS,0,6368449,CENSUS-2010,
HSG485190D,Owner-occupied housing units lacking complete plumbing facilities 1990 (sample),ABS,0,380506,CENSUS-1990,
HSG485200D,Owner-occupied housing units lacking complete plumbing facilities 2000 (sample),ABS,0,328860,CENSUS-2000,
HSG490180D,Median value of specified owner-occupied housing units 1980 (complete count),DOL,0,47300,CENSUS-1980,
HSG490190D,Median value of specified owner-occupied housing units 1990 (complete count),DOL,0,79100,CENSUS-1990,
HSG495200D,Median value of specified owner-occupied housing units 2000 (sample),DOL,0,119600,CENSUS-2000,
HSG495209D,Median value of specified owner-occupied housing units 2005-2009,DOL,0,185400,CENSUS-ACS,
HSG500180D,"Specified owner-occupied housing units with value less than $20,000 1980 (complete count)",ABS,0,4776687,CENSUS-1980,
HSG500190D,"Specified owner-occupied housing units with value less than $20,000 1990 (complete count)",ABS,0,1937962,CENSUS-1990,
HSG505200D,"Specified owner-occupied housing units with value less than $20,000 2000 (sample)",ABS,0,847803,CENSUS-2000,
HSG510180D,"Specified owner-occupied housing units with value of $20,000 to $29,999 1980 (complete count)",ABS,0,5058007,CENSUS-1980,
HSG510190D,"Specified owner-occupied housing units with value of $20,000 to $29,999 1990 (complete count)",ABS,0,2251761,CENSUS-1990,
HSG515200D,"Specified owner-occupied housing units with value of $20,000 to $29,999 2000 (sample)",ABS,0,1013346,CENSUS-2000,
HSG520180D,"Specified owner-occupied housing units with value of $30,000 to $39,999 1980 (complete count)",ABS,0,5798191,CENSUS-1980,
HSG520190D,"Specified owner-occupied housing units with value of $30,000 to $39,999 1990 (complete count)",ABS,0,3309485,CENSUS-1990,
HSG525200D,"Specified owner-occupied housing units with value of $30,000 to $39,999 2000 (sample)",ABS,0,1606296,CENSUS-2000,
HSG530180D,"Specified owner-occupied housing units with value of $40,000 to $49,999 1980 (complete count)",ABS,0,5645371,CENSUS-1980,
HSG530190D,"Specified owner-occupied housing units with value of $40,000 to $49,999 1990 (complete count)",ABS,0,3903314,CENSUS-1990,
HSG535200D,"Specified owner-occupied housing units with value of $40,000 to $49,999 2000 (sample)",ABS,0,1990372,CENSUS-2000,
HSG537209D,"Specified owner-occupied housing units with value of less than $50,000 2005-2009",ABS,0,6251331,CENSUS-ACS,
HSG540180D,"Specified owner-occupied housing units with value of $50,000 to $99,999 1980 (complete count)",ABS,0,14382443,CENSUS-1980,
HSG540190D,"Specified owner-occupied housing units with value of $50,000 to $99,999 1990 (complete count)",ABS,0,16957458,CENSUS-1990,
HSG545200D,"Specified owner-occupied housing units with value of $50,000 to $99,999 2000 (sample)",ABS,0,16778971,CENSUS-2000,
HSG545209D,"Specified owner-occupied housing units with value of $50,000 to $99,999 2005-2009",ABS,0,11652702,CENSUS-ACS,
HSG550180D,"Specified owner-occupied housing units with value of $100,000 to $149,999 1980 (complete count)",ABS,0,2532127,CENSUS-1980,
HSG550190D,"Specified owner-occupied housing units with value of $100,000 to $149,999 1990 (complete count)",ABS,0,6773257,CENSUS-1990,
HSG555200D,"Specified owner-occupied housing units with value of $100,000 to $149,999 2000 (sample)",ABS,0,13110384,CENSUS-2000,
HSG555209D,"Specified owner-occupied housing units with value of $100,000 to $149,999 2005-2009",ABS,0,11873304,CENSUS-ACS,
HSG560180D,"Specified owner-occupied housing units with value of $150,000 to $199,999 1980 (complete count)",ABS,0,713695,CENSUS-1980,
HSG560190D,"Specified owner-occupied housing units with value of $150,000 to $199,999 1990 (complete count)",ABS,0,4017162,CENSUS-1990,
HSG565200D,"Specified owner-occupied housing units with value of $150,000 to $199,999 2000 (sample)",ABS,0,8075904,CENSUS-2000,
HSG565209D,"Specified owner-occupied housing units with value of $150,000 to $199,999 2005-2009",ABS,0,10510496,CENSUS-ACS,
HSG570180D,"Specified owner-occupied housing units with value of $200,000 or more 1980 (complete count)",ABS,0,564135,CENSUS-1980,
HSG570190D,"Specified owner-occupied housing units with value of $200,000 or more 1990 (complete count)",ABS,0,5767601,CENSUS-1990,
HSG575200D,"Specified owner-occupied housing units with value of $200,000 or more 2000 (sample)",ABS,0,11789032,CENSUS-2000,
HSG580190D,"Specified owner-occupied housing units with value of $200,000 to $299,999 1990 (complete count)",ABS,0,3376901,CENSUS-1990,
HSG585200D,"Specified owner-occupied housing units with value of $200,000 to $299,999 2000 (sample)",ABS,0,6583049,CENSUS-2000,
HSG585209D,"Specified owner-occupied housing units with value of $200,000 to $299,999 2005-2009",ABS,0,12818922,CENSUS-ACS,
HSG590190D,"Specified owner-occupied housing units with value of $300,000 to $399,999 1990 (complete count)",ABS,0,1206814,CENSUS-1990,
HSG595200D,"Specified owner-occupied housing units with value of $300,000 to $399,999 2000 (sample)",ABS,0,2442848,CENSUS-2000,
HSG597209D,"Specified owner-occupied housing units with value of $300,000 to $499,999 2005-2009",ABS,0,12653659,CENSUS-ACS,
HSG600190D,"Specified owner-occupied housing units with value of $400,000 to $499,999 1990 (complete count)",ABS,0,501342,CENSUS-1990,
HSG605200D,"Specified owner-occupied housing units with value of $400,000 to $499,999 2000 (sample)",ABS,0,1141260,CENSUS-2000,
HSG610190D,"Specified owner-occupied housing units with value of $500,000 or more 1990 (complete count)",ABS,0,682544,CENSUS-1990,
HSG615200D,"Specified owner-occupied housing units with value of $500,000 or more 2000 (sample)",ABS,0,1621875,CENSUS-2000,
HSG625200D,"Specified owner-occupied housing units with value of $500,000 to $749,999 2000 (sample)",ABS,0,973014,CENSUS-2000,
HSG630209D,"Specified owner-occupied housing units with value of $500,000 to $999,999 2005-2009",ABS,0,7758798,CENSUS-ACS,
HSG635200D,"Specified owner-occupied housing units with value of $750,000 to $999,999 2000 (sample)",ABS,0,335102,CENSUS-2000,
HSG645200D,"Specified owner-occupied housing units with value of $1,000,000 or more 2000 (sample)",ABS,0,313759,CENSUS-2000,
HSG645209D,"Specified owner-occupied housing units with value of $1,000,000 or more 2005-2009",ABS,0,1801210,CENSUS-ACS,
HSG650180D,Median selected monthly owner costs of specified owner-occupied housing units with a mortgage 1980 (sample),DOL,0,366,CENSUS-1980,
HSG650190D,Median selected monthly owner costs of specified owner-occupied housing units with a mortgage 1990 (sample),DOL,0,737,CENSUS-1990,
HSG650200D,Median selected monthly owner costs of specified owner-occupied housing units with a mortgage 2000 (sample),DOL,0,1088,CENSUS-2000,
HSG652209D,Mortgage status - owner-occupied housing units 2005-2009,ABS,0,75320422,CENSUS-ACS,
HSG655209D,"Mortgage status - owner-occupied units, housing units with a mortgage 2005-2009",ABS,0,51267052,CENSUS-ACS,
HSG660209D,"Mortgage status - owner-occupied units, housing units without a mortgage 2005-2009",ABS,0,24053370,CENSUS-ACS,
HSG680180D,Renter-occupied housing units 1980 (complete count),ABS,0,28595128,CENSUS-1980,
HSG680190D,Renter-occupied housing units 1990 (complete count),ABS,0,32922599,CENSUS-1990,
HSG680200D,Renter-occupied housing units 2000 (complete count),ABS,0,35664348,CENSUS-2000,
HSG680210D,Renter-occupied housing units 2010 (complete count),ABS,0,40730218,CENSUS-2010,
HSG690180D,Renter-occupied housing units with Black householder 1980 (complete count),ABS,0,4657417,CENSUS-1980,
HSG690190D,Renter-occupied housing units with Black householder 1990 (complete count),ABS,0,5648896,CENSUS-1990,
HSG695200D,Renter-occupied housing units with a householder who is Black or African American alone 2000 (complete count),ABS,0,6477348,CENSUS-2000,
HSG695210D,Renter-occupied housing units with a householder who is Black or African American alone 2010 (complete count),ABS,0,7868519,CENSUS-2010,
HSG700180D,Renter-occupied housing units with Hispanic householder 1980 (complete count),ABS,0,2268976,CENSUS-1980,
HSG700190D,Renter-occupied housing units with Hispanic householder 1990 (complete count),ABS,0,3456134,CENSUS-1990,
HSG700200D,Renter-occupied housing units with Hispanic or Latino householder 2000 (complete count),ABS,0,5009882,CENSUS-2000,
HSG700210D,Renter-occupied housing units with Hispanic or Latino householder 2010 (complete count),ABS,0,7092917,CENSUS-2010,
HSG710180D,Renter-occupied housing units 1980 (sample),ABS,0,28593278,CENSUS-1980,
HSG710190D,Renter-occupied housing units 1990 (sample),ABS,0,32916032,CENSUS-1990,
HSG710200D,Renter-occupied housing units 2000 (sample),ABS,0,35663588,CENSUS-2000,
HSG710209D,Renter-occupied housing units 2005-2009,ABS,0,37290607,CENSUS-ACS,
HSG725190D,Renter-occupied housing units lacking complete plumbing facilities 1990 (sample),ABS,0,341187,CENSUS-1990,
HSG725200D,Renter-occupied housing units lacking complete plumbing facilities 2000 (sample),ABS,0,342126,CENSUS-2000,
HSG725209D,Renter-occupied housing units lacking complete plumbing facilities 2005-2009,ABS,0,262544,CENSUS-ACS,
HSG730180D,Median contract rent of specified renter-occupied housing units paying cash rent 1980 (complete count),DOL,0,199,CENSUS-1980,
HSG730190D,Median contract rent of specified renter-occupied housing units paying cash rent 1990 (complete count),DOL,0,374,CENSUS-1990,
HSG735200D,Median contract rent of specified renter-occupied housing units paying cash rent 2000 (sample),DOL,0,519,CENSUS-2000,
HSG735209D,Median contract rent of specified renter-occupied housing units paying cash rent 2005-2009,DOL,0,675,CENSUS-ACS,
HSG740190D,Specified renter-occupied housing units with contract rent of less than $100 1990 (complete count),ABS,0,1405990,CENSUS-1990,
HSG745200D,Specified renter-occupied housing units with contract rent of less than $100 2000 (sample),ABS,0,847561,CENSUS-2000,
HSG745209D,Specified renter-occupied housing units with contract rent of less than $100 2005-2009,ABS,0,533893,CENSUS-ACS,
HSG747209D,Specified renter-occupied housing units with contract rent of $100 to $149 2005-2009,ABS,0,564441,CENSUS-ACS,
HSG750190D,Specified renter-occupied housing units with contract rent of $100 to $199 1990 (complete count),ABS,0,3519530,CENSUS-1990,
HSG755200D,Specified renter-occupied housing units with contract rent of $100 to $199 2000 (sample),ABS,0,1989316,CENSUS-2000,
HSG757209D,Specified renter-occupied housing units with contract rent of $150 to $199 2005-2009,ABS,0,784936,CENSUS-ACS,
HSG759209D,Specified renter-occupied housing units with contract rent of $200 to $249 2005-2009,ABS,0,868909,CENSUS-ACS,
HSG760190D,Specified renter-occupied housing units with contract rent of $200 to $299 1990 (complete count),ABS,0,5599508,CENSUS-1990,
HSG765200D,Specified renter-occupied housing units with contract rent of $200 to $299 2000 (sample),ABS,0,2823402,CENSUS-2000,
HSG767209D,Specified renter-occupied housing units with contract rent of $250 to $299 2005-2009,ABS,0,920770,CENSUS-ACS,
HSG769209D,Specified renter-occupied housing units with contract rent of $300 to $349 2005-2009,ABS,0,1239656,CENSUS-ACS,
HSG770190D,Specified renter-occupied housing units with contract rent of $300 to $399 1990 (complete count),ABS,0,6403253,CENSUS-1990,
HSG775200D,Specified renter-occupied housing units with contract rent of $300 to $399 2000 (sample),ABS,0,4648762,CENSUS-2000,
HSG777209D,Specified renter-occupied housing units with contract rent of $350 to $399 2005-2009,ABS,0,1527946,CENSUS-ACS,
HSG779209D,Specified renter-occupied housing units with contract rent of $400 to $449 2005-2009,ABS,0,1833062,CENSUS-ACS,
HSG780190D,Specified renter-occupied housing units with contract rent of $400 to $499 1990 (complete count),ABS,0,4921823,CENSUS-1990,
HSG785200D,Specified renter-occupied housing units with contract rent of $400 to $499 2000 (sample),ABS,0,5382265,CENSUS-2000,
HSG787209D,Specified renter-occupied housing units with contract rent of $450 to $499 2005-2009,ABS,0,1941985,CENSUS-ACS,
HSG789209D,Specified renter-occupied housing units with contract rent of $500 to $549 2005-2009,ABS,0,2249232,CENSUS-ACS,
HSG790190D,Specified renter-occupied housing units with contract rent of $500 to $599 1990 (complete count),ABS,0,3307146,CENSUS-1990,
HSG795200D,Specified renter-occupied housing units with contract rent of $500 to $599 2000 (sample),ABS,0,5000144,CENSUS-2000,
HSG797209D,Specified renter-occupied housing units with contract rent of $550 to $599 2005-2009,ABS,0,1889467,CENSUS-ACS,
HSG799209D,Specified renter-occupied housing units with contract rent of $600 to $649 2005-2009,ABS,0,2180968,CENSUS-ACS,
HSG800190D,Specified renter-occupied housing units with contract rent of $600 to $699 1990 (complete count),ABS,0,2173900,CENSUS-1990,
HSG805200D,Specified renter-occupied housing units with contract rent of $600 to $699 2000 (sample),ABS,0,4128527,CENSUS-2000,
HSG807209D,Specified renter-occupied housing units with contract rent of $650 to $699 2005-2009,ABS,0,2035897,CENSUS-ACS,
HSG809209D,Specified renter-occupied housing units with contract rent of $700 to $749 2005-2009,ABS,0,1831910,CENSUS-ACS,
HSG810190D,Specified renter-occupied housing units with contract rent of $700 to $999 1990 (complete count),ABS,0,2333929,CENSUS-1990,
HSG815200D,Specified renter-occupied housing units with contract rent of $700 to $999 2000 (sample),ABS,0,5778867,CENSUS-2000,
HSG821200D,Specified renter-occupied housing units with contract rent of $700 to $799 2000 (sample),ABS,0,2759482,CENSUS-2000,
HSG822209D,Specified renter-occupied housing units with contract rent of $750 to $799 2005-2009,ABS,0,1726199,CENSUS-ACS,
HSG823200D,Specified renter-occupied housing units with contract rent of $800 to $899 2000 (sample),ABS,0,1873830,CENSUS-2000,
HSG823209D,Specified renter-occupied housing units with contract rent of $800 to $899 2005-2009,ABS,0,2798848,CENSUS-ACS,
HSG825200D,Specified renter-occupied housing units with contract rent of $900 to $999 2000 (sample),ABS,0,1145555,CENSUS-2000,
HSG825209D,Specified renter-occupied housing units with contract rent of $900 to $999 2005-2009,ABS,0,2316879,CENSUS-ACS,
HSG830190D,"Specified renter-occupied housing units with contract rent of $1,000 or more 1990 (complete count)",ABS,0,825456,CENSUS-1990,
HSG835200D,"Specified renter-occupied housing units with contract rent of $1,000 or more 2000 (sample)",ABS,0,2787482,CENSUS-2000,
HSG837209D,"Specified renter-occupied housing units with contract rent of $1,000 to $1,249 2005-2009",ABS,0,3394521,CENSUS-ACS,
HSG840200D,"Specified renter-occupied housing units with contract rent of $1,000 to $1,499 2000 (sample)",ABS,0,1986855,CENSUS-2000,
HSG842209D,"Specified renter-occupied housing units with contract rent of $1,250 to $1,499 2005-2009",ABS,0,1904273,CENSUS-ACS,
HSG845200D,"Specified renter-occupied housing units with contract rent of $1,500 to $1,999 2000 (sample)",ABS,0,515879,CENSUS-2000,
HSG845209D,"Specified renter-occupied housing units with contract rent of $1,500 to $1,999 2005-2009",ABS,0,1641830,CENSUS-ACS,
HSG850200D,"Specified renter-occupied housing units with contract rent of $2,000 or more 2000 (sample)",ABS,0,284748,CENSUS-2000,
HSG850209D,"Specified renter-occupied housing units with contract rent of $2,000 or more 2005-2009",ABS,0,916211,CENSUS-ACS,
HSG855209D,"Specified renter-occupied housing units with contract rent, no cash rent 2005-2009",ABS,0,2188774,CENSUS-ACS,
HSG860180D,Median gross rent of specified renter-occupied housing units paying cash rent 1980 (sample),DOL,0,243,CENSUS-1980,
HSG860190D,Median gross rent of specified renter-occupied housing units paying cash rent 1990 (sample),DOL,0,447,CENSUS-1990,
HSG860200D,Median gross rent of specified renter-occupied housing units paying cash rent 2000 (sample),DOL,0,602,CENSUS-2000,
HSG860209D,Median gross rent of specified renter-occupied housing units paying cash rent 2005-2009,DOL,0,817,CENSUS-ACS,
HSG870180D,Specified renter-occupied housing units with gross rent less than $100 1980 (sample),ABS,0,1730737,CENSUS-1980,
HSG870190D,Specified renter-occupied housing units with gross rent less than $100 1990 (sample),ABS,0,541709,CENSUS-1990,
HSG870200D,Specified renter-occupied housing units with gross rent less than $100 2000 (sample),ABS,0,338433,CENSUS-2000,
HSG870209D,Specified renter-occupied housing units with gross rent less than $100 2005-2009,ABS,0,151536,CENSUS-ACS,
HSG875209D,Specified renter-occupied housing units with gross rent of $100 to $149 2005-2009,ABS,0,186260,CENSUS-ACS,
HSG880180D,Specified renter-occupied housing units with gross rent of $100 to $199 1980 (sample),ABS,0,6714750,CENSUS-1980,
HSG880190D,Specified renter-occupied housing units with gross rent of $100 to $199 1990 (sample),ABS,0,2273381,CENSUS-1990,
HSG880200D,Specified renter-occupied housing units with gross rent of $100 to $199 2000 (sample),ABS,0,1505748,CENSUS-2000,
HSG882209D,Specified renter-occupied housing units with gross rent of $150 to $199 2005-2009,ABS,0,546036,CENSUS-ACS,
HSG884209D,Specified renter-occupied housing units with gross rent of $200 to $249 2005-2009,ABS,0,644402,CENSUS-ACS,
HSG885180D,Specified renter-occupied housing units with gross rent of $200 to $299 1980 (sample),ABS,0,10022932,CENSUS-1980,
HSG885190D,Specified renter-occupied housing units with gross rent of $200 to $299 1990 (sample),ABS,0,3736190,CENSUS-1990,
HSG885200D,Specified renter-occupied housing units with gross rent of $200 to $299 2000 (sample),ABS,0,1818764,CENSUS-2000,
HSG887209D,Specified renter-occupied housing units with gross rent of $250 to $299 2005-2009,ABS,0,594234,CENSUS-ACS,
HSG889209D,Specified renter-occupied housing units with gross rent of $300 to $349 2005-2009,ABS,0,633485,CENSUS-ACS,
HSG890180D,Specified renter-occupied housing units with gross rent of $300 to $399 1980 (sample),ABS,0,4913333,CENSUS-1980,
HSG890190D,Specified renter-occupied housing units with gross rent of $300 to $399 1990 (sample),ABS,0,5879202,CENSUS-1990,
HSG890200D,Specified renter-occupied housing units with gross rent of $300 to $399 2000 (sample),ABS,0,3101411,CENSUS-2000,
HSG892209D,Specified renter-occupied housing units with gross rent of $350 to $399 2005-2009,ABS,0,781314,CENSUS-ACS,
HSG894209D,Specified renter-occupied housing units with gross rent of $400 to $449 2005-2009,ABS,0,1028554,CENSUS-ACS,
HSG895180D,Specified renter-occupied housing units with gross rent of $400 to $499 1980 (sample),ABS,0,1615205,CENSUS-1980,
HSG895190D,Specified renter-occupied housing units with gross rent of $400 to $499 1990 (sample),ABS,0,5935049,CENSUS-1990,
HSG895200D,Specified renter-occupied housing units with gross rent of $400 to $499 2000 (sample),ABS,0,4638104,CENSUS-2000,
HSG897209D,Specified renter-occupied housing units with gross rent of $450 to $499 2005-2009,ABS,0,1299851,CENSUS-ACS,
HSG900180D,Specified renter-occupied housing units with gross rent of $500 or more 1980 (sample),ABS,0,987720,CENSUS-1980,
HSG900190D,Specified renter-occupied housing units with gross rent of $500 or more 1990 (sample),ABS,0,12385162,CENSUS-1990,
HSG900200D,Specified renter-occupied housing units with gross rent of $500 or more 2000 (sample),ABS,0,21983866,CENSUS-2000,
HSG905209D,Specified renter-occupied housing units with gross rent of $500 to $549 2005-2009,ABS,0,1589908,CENSUS-ACS,
HSG907209D,Specified renter-occupied housing units with gross rent of $550 to $599 2005-2009,ABS,0,1728131,CENSUS-ACS,
HSG910190D,Specified renter-occupied housing units with gross rent of $500 to $599 1990 (sample),ABS,0,4406961,CENSUS-1990,
HSG910200D,Specified renter-occupied housing units with gross rent of $500 to $599 2000 (sample),ABS,0,5183584,CENSUS-2000,
HSG912209D,Specified renter-occupied housing units with gross rent of $600 to $649 2005-2009,ABS,0,1894651,CENSUS-ACS,
HSG914209D,Specified renter-occupied housing units with gross rent of $650 to $699 2005-2009,ABS,0,1961096,CENSUS-ACS,
HSG915190D,Specified renter-occupied housing units with gross rent of $600 to $699 1990 (sample),ABS,0,2974176,CENSUS-1990,
HSG915200D,Specified renter-occupied housing units with gross rent of $600 to $699 2000 (sample),ABS,0,4689924,CENSUS-2000,
HSG917209D,Specified renter-occupied housing units with gross rent of $700 to $749 2005-2009,ABS,0,1972183,CENSUS-ACS,
HSG919209D,Specified renter-occupied housing units with gross rent of $750 to $799 2005-2009,ABS,0,1930983,CENSUS-ACS,
HSG920190D,Specified renter-occupied housing units with gross rent of $700 to $999 1990 (sample),ABS,0,3727981,CENSUS-1990,
HSG920200D,Specified renter-occupied housing units with gross rent of $700 to $999 2000 (sample),ABS,0,8031963,CENSUS-2000,
HSG931200D,Specified renter-occupied housing units with gross rent of $700 to $799 2000 (sample),ABS,0,3670746,CENSUS-2000,
HSG933200D,Specified renter-occupied housing units with gross rent of $800 to $899 2000 (sample),ABS,0,2612631,CENSUS-2000,
HSG933209D,Specified renter-occupied housing units with gross rent of $800 to $899 2005-2009,ABS,0,3554592,CENSUS-ACS,
HSG935200D,Specified renter-occupied housing units with gross rent of $900 to $999 2000 (sample),ABS,0,1748586,CENSUS-2000,
HSG935209D,Specified renter-occupied housing units with gross rent of $900 to $999 2005-2009,ABS,0,3051709,CENSUS-ACS,
HSG940190D,"Specified renter-occupied housing units with gross rent of $1,000 or more 1990 (sample)",ABS,0,1276044,CENSUS-1990,
HSG940200D,"Specified renter-occupied housing units with gross rent of $1,000 or more 2000 (sample)",ABS,0,4078395,CENSUS-2000,
HSG942209D,"Specified renter-occupied housing units with gross rent of $1,000 to $1,249 2005-2009",ABS,0,5078944,CENSUS-ACS,
HSG950200D,"Specified renter-occupied housing units with gross rent of $1,000 to $1,499 2000 (sample)",ABS,0,3054099,CENSUS-2000,
HSG955209D,"Specified renter-occupied housing units with gross rent of $1,250 to $1,499 2005-2009",ABS,0,2752578,CENSUS-ACS,
HSG960200D,"Specified renter-occupied housing units with gross rent of $1,500 to $1,999 2000 (sample)",ABS,0,685164,CENSUS-2000,
HSG960209D,"Specified renter-occupied housing units with gross rent of $1,500 to $1,999 2005-2009",ABS,0,2420428,CENSUS-ACS,
HSG970200D,"Specified renter-occupied housing units with gross rent of $2,000 or more 2000 (sample)",ABS,0,339132,CENSUS-2000,
HSG970209D,"Specified renter-occupied housing units with gross rent of $2,000 or more 2005-2009",ABS,0,1300958,CENSUS-ACS,
INC110179D,Median household income in 1979,DOL,0,16841,CENSUS-1980,
INC110189D,Median household income in 1989,DOL,0,30056,CENSUS-1990,
INC110199D,Median household income in 1999,DOL,0,41994,CENSUS-2000,
INC110209D,Median household income in the past 12 months (in 2009 inflation-adjusted dollars) in 2005-2009,DOL,0,51425,CENSUS-ACS,
INC120209D,Mean household income in the past 12 months (in 2009 inflation-adjusted dollars) in 2005-2009,DOL,0,70096,CENSUS-ACS,
INC140209D,"Households with income in the past 12 months (in 2009 inflation-adjusted dollars), total 2005-2009",ABS,0,112611029,CENSUS-ACS,
INC150179D,"Households with income less than $10,000 in 1979",ABS,0,23435850,CENSUS-1980,
INC150189D,"Households with income less than $10,000 in 1989",ABS,0,14214497,CENSUS-1990,
INC150199D,"Households with income less than $10,000 in 1999",ABS,0,10067027,CENSUS-2000,
INC150209D,"Households with income in the past 12 months (in 2009 inflation-adjusted dollars) less than $10,000 in 2005-2009",ABS,0,8329488,CENSUS-ACS,
INC170179D,"Households with income of $10,000 to $14,999 in 1979",ABS,0,12342073,CENSUS-1980,
INC170189D,"Households with income of $10,000 to $14,999 in 1989",ABS,0,8133273,CENSUS-1990,
INC170199D,"Households with income of $10,000 to $14,999 in 1999",ABS,0,6657228,CENSUS-2000,
INC170209D,"Households with income in the past 12 months (in 2009 inflation-adjusted dollars) of $10,000 to $14,999 in 2005-2009",ABS,0,6305311,CENSUS-ACS,
INC180179D,"Households with income of $15,000 to $19,999 in 1979",ABS,0,11379049,CENSUS-1980,
INC180189D,"Households with income of $15,000 to $19,999 in 1989",ABS,0,8104980,CENSUS-1990,
INC180199D,"Households with income of $15,000 to $19,999 in 1999",ABS,0,6601020,CENSUS-2000,
INC180209D,"Households with income in the past 12 months (in 2009 inflation-adjusted dollars) of $15,000 to $19,999 in 2005-2009",ABS,0,6024160,CENSUS-ACS,
INC190179D,"Households with income of $20,000 to $24,999 in 1979",ABS,0,10004409,CENSUS-1980,
INC190189D,"Households with income of $20,000 to $24,999 in 1989",ABS,0,8018762,CENSUS-1990,
INC190199D,"Households with income of $20,000 to $24,999 in 1999",ABS,0,6935945,CENSUS-2000,
INC190209D,"Households with income in the past 12 months (in 2009 inflation-adjusted dollars) of $20,000 to $24,999 in 2005-2009",ABS,0,6147899,CENSUS-ACS,
INC200179D,"Households with income of $25,000 to $29,999 in 1979",ABS,0,7437206,CENSUS-1980,
INC200189D,"Households with income of $25,000 to $29,999 in 1989",ABS,0,7434004,CENSUS-1990,
INC200199D,"Households with income of $25,000 to $29,999 in 1999",ABS,0,6801010,CENSUS-2000,
